cod_mod,anexo,codlocal,cen_edu,dir_cen,niv_mod,nivel,nivel2,nivel3,ges_dep,gestion,codgeo,codooii,area_censo,area,region,dpto,prov,dist,dre_ugel,region_e,Docentes_hombres,Docentes_mujeres,Docentes_nombrados,Docentes_contratados,Docentes_25_menos_años,Docentes_2635_años,Docentes_3645_años,Docentes_4655_años,Docentes_5665_años,Docentes_66_a_mas_años,Docentes_con_titulo,Docentes_sin_titulo,Docentes_total
368761,0,246422,30823,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120705,120008,2,2.Rural,1200,JUNIN,TARMA,LA UNION,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,0,0,1,0,1,0,1
377960,0,246342,30737,JIRON DOS DE MAYO S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120705,120008,2,2.Rural,1200,JUNIN,TARMA,LA UNION,UGEL TARMA,DRE JUNIN,3,6,7,2,0,0,2,3,4,0,9,0,9
377978,0,246356,30738 BOSNE CAPARACHIN,JIRON SAN MARTIN S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120705,120008,2,2.Rural,1200,JUNIN,TARMA,LA UNION,UGEL TARMA,DRE JUNIN,2,6,6,2,0,0,1,5,2,0,8,0,8
377986,0,246361,30739,PLAZA PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120705,120008,2,2.Rural,1200,JUNIN,TARMA,LA UNION,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
373175,0,246436,JUAN HILDEBRANDO GONZALES CANGAHUALA,PROLONGACION UNION,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120705,120008,2,2.Rural,1200,JUNIN,TARMA,LA UNION,UGEL TARMA,DRE JUNIN,8,2,6,4,0,1,2,4,3,0,10,0,10
924662,0,246399,ANTENOR RIZO PATRON LECQUERICA,AVENIDA AVIACION S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120705,120008,2,2.Rural,1200,JUNIN,TARMA,LA UNION,UGEL TARMA,DRE JUNIN,6,2,5,3,0,0,3,4,1,0,8,0,8
610014,0,246479,157,JIRON SAN MARTIN S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120706,120008,1,1.Urbana,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,6,5,1,0,0,3,3,0,0,6,0,6
1101252,0,246511,718,PLAZA PRINCIPAL,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
1442094,0,246573,30824 EDUARDO FALK LAMPRECHT,CARRETERA PRINCIPAL S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,0,1,0,0,1,0,0,0,1,0,1
1442144,0,246592,30826 SONIA GIRON ACERO,CARRETERA CENTRAL PRINCIPAL S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
1526029,0,246610,30828,CAMINO PRINCIPAL,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
1590421,0,661793,1805,CULEBRAYOC,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
1713445,0,246629,30829,PLAZA PRINCIPAL,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
1744796,0,246506,30162,CARRETERA CENTRAL KM.19,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,1,3,3,1,0,0,1,2,1,0,4,0,4
3025723,0,246498,30079,CARRETERA CENTRAL S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,0,1,0,0,1,0,0,0,1,0,1
3025806,0,246568,30798,CARRETERA CENTRAL KM. 27,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,0,1,0,0,0,1,0,0,1,0,1
368514,0,246568,30798,CARRETERA CENTRAL KM. 27,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,0,1,0,1,0,1
368779,0,246573,30824 EDUARDO FALK LAMPRECHT,CARRETERA PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,2,2,3,1,0,0,1,2,1,0,4,0,4
368787,0,246587,30825 SANTA ROSA DEL DIVINO NIÑO JESUS,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,3,3,0,0,0,1,1,1,0,3,0,3
368795,0,246592,30826 SONIA GIRON ACERO,CARRETERA CENTRAL PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,3,3,0,0,0,1,2,0,0,3,0,3
368803,0,246605,30827,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,2,1,1,0,0,1,1,0,0,2,0,2
368811,0,246610,30828,CAMINO PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,0,1,0,1,0,1
368829,0,246629,30829,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,1,2,3,0,0,0,0,2,1,0,3,0,3
368837,0,246634,30830,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,2,1,1,0,0,2,0,0,0,2,0,2
377994,0,246549,30740 SANTO DOMINGO DE GUZMAN,SANTO DOMINGO,B0,2.Primaria,2.Primaria,BASICA,A4,1.Pública,120706,120008,1,1.Urbana,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,6,15,9,12,1,0,6,11,3,0,19,2,21
378018,0,246554,30742,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,1,2,3,0,0,0,1,1,1,0,3,0,3
378612,0,246506,30162,CARRETERA CENTRAL KM.19,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
470658,0,246653,31332,CARRETERA CENTRAL TARMA CHANCHAMAYO S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,1,0,0,0,0,1,0,1
667147,0,246498,30079,CARRETERA CENTRAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,0,0,1,0,1,0,1
748798,0,246667,31586,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,0,1,0,0,0,0,1,0,1,0,1
748806,0,246672,31587,CARRETERA PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
748814,0,246686,31598,CARRETERA PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,2,2,0,0,0,1,0,1,0,2,0,2
748822,0,246691,31901,CARRETERA CENTRAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,1,0,0,0,1,0,1
796037,0,246709,31923,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
796052,0,246648,30943,CARRETERA CENTRAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
868208,0,246530,30719,CAMINO PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,1,1,2,0,0,1,1,0,0,0,1,1,2
924191,0,246525,30705,CAMINO PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,0,1,0,1,0,1
1275528,0,262997,31664,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
1442003,0,655004,31969,CARRETERA CENTRAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,2,2,0,0,0,0,1,1,0,2,0,2
1442151,0,655075,31587-01,CARRETERA PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
581249,0,246714,SANTO DOMINGO DE GUZMAN,PASAJE PROLONGACION ESPAÑA S/N,F0,3.Secundaria,3.Secundaria,BASICA,A4,1.Pública,120706,120008,1,1.Urbana,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,13,18,6,25,1,2,8,17,3,0,31,0,31
1379890,0,246592,30826 SONIA GIRON ACERO,CARRETERA CENTRAL PRINCIPAL S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,1,0,0,1,0,1,0,0,0,0,1,0,1
1399575,0,554665,MARAYNIOC,PLAZA PRINCIPAL,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,2,1,1,2,0,1,1,1,0,0,2,1,3
1399583,0,554670,JOSE MARIA ARGUEDAS ALTAMIRANO,PLAZA PRINCIPAL,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,5,1,2,4,0,3,2,1,0,0,5,1,6
1558766,0,635884,MARISCAL CACERES,CALLE PRINCIPAL S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120706,120008,2,2.Rural,1200,JUNIN,TARMA,PALCA,UGEL TARMA,DRE JUNIN,5,2,4,3,0,0,4,2,1,0,7,0,7
376509,0,246733,347,CALLE LIMA S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,0,2,2,0,0,0,0,2,0,0,2,0,2
923946,0,246747,631,PLAZA PRINCIPAL S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,0,2,2,0,0,1,0,1,0,0,2,0,2
1101179,0,246894,717,CALLE LIMA 512,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,0,3,3,0,0,1,2,0,0,0,3,0,3
1713429,0,794255,1812,CALCA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,1,1,2,0,0,0,0,2,0,0,2,0,2
368852,0,246808,30832,CARRETERA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,0,1,0,0,1,1
368860,0,246813,30833,CARRETERA PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,0,0,1,0,1,0,1
368878,0,246827,30834,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
368886,0,246832,30835,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,1,1,1,1,0,0,0,1,1,0,2,0,2
368902,0,246851,30837,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
378026,0,246894,30743 SAN ANTONIO DE PADUA,CALLE LIMA 512,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,3,11,10,4,0,1,4,6,3,0,14,0,14
378034,0,246766,30744 INMACULADA CONCEPCION,CALLE LIMA S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,1,4,5,0,0,0,0,2,3,0,5,0,5
378042,0,246771,30745,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,0,3,3,0,0,0,0,1,2,0,3,0,3
378059,0,246785,30746,CALLE LIMA S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,1,2,2,1,0,0,1,1,1,0,3,0,3
1099860,0,509593,31150,CARRETERA PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,0,0,1,0,1,0,1
1101013,0,246889,31157 MARIO REYES SOTO,PLAZA PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
1255553,0,246907,31994,CALLE PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,0,1,0,1,0,0,0,1,0,0,1,0,1
373167,0,246870,SAN CRISTOBAL,CALLE LIMA S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,14,10,15,9,1,1,7,11,4,0,23,1,24
1255595,0,246912,DOS DE MAYO,CAMINO PRINCIPAL,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120707,120008,2,2.Rural,1200,JUNIN,TARMA,PALCAMAYO,UGEL TARMA,DRE JUNIN,6,2,5,3,0,0,1,6,1,0,8,0,8
376327,0,246926,330,CALLE SUCRE S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120708,120008,1,1.Urbana,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,1,1,2,0,0,2,0,0,0,0,2,0,2
569210,0,246931,432,CALLE JULIAN VANDO S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120708,120008,1,1.Urbana,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,1,1,0,0,1,0,0,0,0,1,0,1
696591,0,246945,474,CALLE ALFONSO UGARTE S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120708,120008,1,1.Urbana,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,2,2,0,0,1,0,1,0,0,2,0,2
748897,0,246950,515,CALLE CUZCO S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120708,120008,1,1.Urbana,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,2,2,0,0,1,0,1,0,0,2,0,2
1328095,0,247105,31291,PLAZA PRINCIPAL,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
1546597,0,247049,30847,PLAZA PRINCIPAL,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,1,0,1,0,0,0,1,0,0,1,0,1
1590439,0,661806,1806,YANEC,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,1,1,0,0,1,0,0,0,0,1,0,1
1758606,0,831451,VIRGEN DEL CARMEN,PLAZA PRINCIPAL S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
368951,0,247011,30842,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
368969,0,247025,30843,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,0,1,0,1,0,1
368985,0,247030,30845,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
369009,0,247049,30847,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,2,0,2,0,0,1,1,0,0,2,0,2
369041,0,246931,30851 VIRGEN DEL ROSARIO,CALLE JULIAN VANDO S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,1,1.Urbana,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
369058,0,247092,30852,ESTADIO PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
375378,0,247105,31291,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,2,1,1,0,0,2,0,0,0,2,0,2
378067,0,246988,30747 SAN MARTIN DE PORRAS,CALLE SUCRE / BARRIO TERCERO S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,1,1.Urbana,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,1,7,7,1,0,0,4,3,1,0,8,0,8
378075,0,246993,30748 VIRGEN DE FATIMA,PARQUE PLAZA PRINCIPAL 256,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,1,1.Urbana,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,2,5,3,4,0,1,2,4,0,0,7,0,7
378083,0,247006,30749,CARRETERA PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,1,0,0,0,1,0,1
470542,0,247110,31321,PLAZA PRINCIPAL,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,0,1,0,1,0,0,1,0,0,0,1,0,1
518654,0,247129,31432,PLAZA PRINCIPAL S/N,B0,2.Primaria,2.Primaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
373159,0,247148,VICTOR ANDRES BELAUNDE,CALLE PIURA S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120708,120008,1,1.Urbana,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,12,11,9,14,1,2,9,9,2,0,23,0,23
1391648,0,548472,SAN JOSE,PLAZA PRINCIAP S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,4,2,3,3,1,1,1,3,0,0,5,1,6
1399609,0,554694,YANEC,PLAZA PRINCIPAL,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,2,2,2,2,0,2,1,1,0,0,4,0,4
1758614,0,831451,SANTA CRUZ DE HUACAN,PLAZA PRINCIPAL S/N,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,3,1,1,3,0,2,0,1,1,0,4,0,4
1797562,0,247105,31291,PLAZA PRINCIPAL,F0,3.Secundaria,3.Secundaria,BASICA,A1,1.Pública,120708,120008,2,2.Rural,1200,JUNIN,TARMA,SAN PEDRO DE CAJAS,UGEL TARMA,DRE JUNIN,2,2,0,4,0,1,1,2,0,0,3,1,4
376517,0,247172,348,PASAJE AMARGURA S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120709,120008,2,2.Rural,1200,JUNIN,TARMA,TAPO,UGEL TARMA,DRE JUNIN,0,3,1,2,0,1,2,0,0,0,3,0,3
667105,0,246484,462,PARQUE PRINCIPAL S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120709,120008,2,2.Rural,1200,JUNIN,TARMA,TAPO,UGEL TARMA,DRE JUNIN,1,0,1,0,0,0,0,1,0,0,1,0,1
923912,0,247186,575,CALLE PRINCIPAL S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120709,120008,2,2.Rural,1200,JUNIN,TARMA,TAPO,UGEL TARMA,DRE JUNIN,0,2,1,1,0,1,1,0,0,0,1,1,2
924001,0,247191,700,PLAZA PRINCIPAL,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120709,120008,2,2.Rural,1200,JUNIN,TARMA,TAPO,UGEL TARMA,DRE JUNIN,0,2,1,1,0,0,1,1,0,0,2,0,2
1546605,0,247214,30854,PLAZA PRINCIPAL S/N,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120709,120008,2,2.Rural,1200,JUNIN,TARMA,TAPO,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,0,1,0,1,0,1
1590389,0,661750,1801,QUETA,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120709,120008,2,2.Rural,1200,JUNIN,TARMA,TAPO,UGEL TARMA,DRE JUNIN,0,1,1,0,0,0,0,1,0,0,1,0,1
1590413,0,661788,1804,PICHUYNIOC,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120709,120008,2,2.Rural,1200,JUNIN,TARMA,TAPO,UGEL TARMA,DRE JUNIN,0,2,2,0,0,0,0,2,0,0,2,0,2
1590470,0,247285,31924,CARRETERA PRINCIPAL,A2,1.Inicial,1.Inicial,BASICA,A1,1.Pública,120709,120008,2,2.Rural,1200,JUNIN,TARMA,TAPO,UGEL TARMA,DRE JUNIN,0,2,2,0,0,0,2,0,0,0,2,0,2
