ugel;distrito;provincia;departamento;Nivel/ Modalidad;nª _II.EE;total_alumnos;cant_alumn_hombres;cant_alumn_mujeres;num_secciones;num_docentes;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;NUESTRA SEÑORA DE LAS MERCEDES;1;89;45;44;12;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;NUESTRA SEÑORA DE MONSERRAT;1;107;52;55;6;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;NUESTRA SEÑORA DEL ROSARIO;1;1563;0;1563;80;48;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;NUEVA ANTIOQUIA;1;247;130;117;5;10;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;NUMERAL K;1;52;25;27;3;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;ORIENTAL;1;37;18;19;6;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;ORION;1;17;8;9;4;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;ORION INTERNACIONAL;1;184;107;77;22;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PACHACUTEC;1;112;56;56;11;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PAMER;1;369;213;156;17;10;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PAULET SCHOOL;1;20;9;11;7;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PAURAN;1;92;46;46;11;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PILOTO SANTA ISABEL;1;3648;3648;0;209;134;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PITAGORAS;1;4;2;2;2;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;POLITECNICO PERU BIRF- S.DOMINGO;1;664;340;324;53;21;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;POLITECNICO REGIONAL DEL CENTRO;1;2318;2317;1;152;70;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;POLITECNICO TUPAC AMARU;1;1694;1020;674;103;50;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PRAXIS LA ESPERANZA;1;522;276;246;15;20;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PRAXIS LAS ESTRELLAS;1;448;248;200;10;16;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PREMIER SCHOOL;1;34;17;17;7;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PREMIUM;1;8;4;4;9;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PRIVILEGIUM;1;122;58;64;6;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;RAMIRO VILLAVERDE LAZO;1;562;280;282;43;21;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;RANGERS;1;161;82;79;6;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;RICARDO PALMA;1;115;54;61;7;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;ROSA DE LIMA;1;394;163;231;20;14;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SACO OLIVEROS;1;400;207;193;33;12;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SACO OLIVEROS II;1;32;11;21;33;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAGRADO CORAZON DE JESUS;1;171;96;75;16;7;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAGRADOS CORAZONES;1;69;37;32;6;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SALESIANO DON BOSCO;1;691;691;0;47;20;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SALESIANO SANTA ROSA;1;530;530;0;23;15;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN AGUSTIN;1;692;338;354;40;21;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN ANTONIO MARIA CLARET;1;326;156;170;17;15;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN CARLOS;1;115;72;43;8;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN FERNANDO;1;53;30;23;8;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN FRANCISCO DE ASIS;1;262;179;83;18;12;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN IGNACIO DE LOYOLA;1;19;12;7;8;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN JERONIMO;1;85;35;50;15;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN JUAN BOSCO;1;359;181;178;22;10;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN JUAN DE DIOS;1;54;29;25;10;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN PIO X;1;136;103;33;11;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN SEBASTIAN;1;52;28;24;6;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTA BARBARA;2;406;220;186;24;15;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTA CRUZ;1;53;23;30;6;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTA MARIA MAZZARELLO;1;18;9;9;6;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTA MARIA REYNA;1;731;0;731;46;28;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTIAGO ANTUNEZ DE MAYOLO;1;161;73;88;9;7;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTO DOMINGO DE ACOBAMBA;1;137;69;68;8;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SHEKINA SCHOOL;1;5;3;2;8;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SOLARYX;1;94;49;45;8;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;TRILCE;1;621;331;290;23;18;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;TRILENIUM INTERNACIONAL;1;245;135;110;19;10;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;TRILENIUM INTERNACIONAL SYSTEM;1;72;45;27;12;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;TRILENIUM INTERNACIONAL YUNIX;1;174;98;76;11;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;TRILENIUM PRE UNI;1;317;204;113;10;10;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;TRILENIUM UNI - ING;1;223;152;71;10;10;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNCP;1;112;52;60;6;10;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNICIENCIA;1;32;23;9;10;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNICOM LA MOLINA;1;53;31;22;5;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNIMATIC;1;58;36;22;4;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNION;1;320;207;113;10;12;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNION INTERNACIONAL;1;128;78;50;11;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNION LATINO;1;119;66;53;8;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNION LATINO INNOVA;1;186;99;87;7;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNION PACIFICO;1;99;47;52;9;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UNION ROSAS PAMPA;1;70;35;35;8;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;VALEMONT SCHOOL;1;2;1;1;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;VENCEDORES DEL CENEPA;1;31;11;20;33;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;VICTOR RAUL HAYA DE LA TORRE;1;216;94;122;14;10;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;VILLARREAL;1;37;18;19;6;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;VIRGEN CANDELARIA;1;69;33;36;9;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;VIRGEN DE FATIMA;1;718;0;718;50;25;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;WARI VILCA;1;951;479;472;46;29;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;WINNER;1;155;73;82;17;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;WINNER BOYS;1;249;132;117;6;10;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;YUNCA CHAQUICOCHA;1;125;66;59;8;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;ZARATE;1;580;309;271;23;22;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;Técnico Productiva;36;2716;944;1772;149;146;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;CENTRO CULTURAL EUROAMERICANO;1;12;7;5;2;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;CENTRO DE ALTOS ESTUDIOS EMPRESARIALES CONTINENTAL - CAEEC;1;36;2;34;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;CIDER COMP;1;19;13;6;2;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;COOKING GOURMET;1;120;69;51;6;9;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;EL ABC DE TU PROFESION;1;12;7;5;2;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;ESUN;1;5;3;2;1;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;ESUN BUSINESS SCHOOL;1;8;3;5;1;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;GAMARRA WANKA;1;60;1;59;2;4;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;GAUSS DATA VIRTUAL;1;31;18;13;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;GERIA SALUD;1;5;2;3;1;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;HERMILIO VALDIZAN;1;16;7;9;2;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;HOJA AZUL;1;134;71;63;4;6;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;HUANCAYO;1;611;280;331;28;24;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;IIBS;1;43;23;20;4;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;INABIF ANDRES AVELINO CACERES;1;9;9;0;1;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;JHAMARYS;1;30;3;27;2;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;JOSE CARLOS MARIATEGUI;1;2;1;1;1;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;LATOCIPERU;1;19;13;6;2;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;LIDER INSTITUTO DE LIDERAZGO Y DESARROLLO DEL PERU;1;10;3;7;1;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MARIA AUXILIADORA;1;153;20;133;9;9;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MARIA GELICICH DORREGARAY;1;49;5;44;3;3;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MAURIZIO POLVERARI;1;15;14;1;3;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MEG@TRONIC;1;23;5;18;3;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MI PERU;1;48;23;25;4;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;MICAELA BASTIDAS;1;17;6;11;2;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;NUESTRA SEÑORA DE LAS MERCEDES;1;190;50;140;9;8;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PACIFICO IDEAS;1;135;15;120;4;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PROCEDAT - PERU;1;31;18;13;3;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;REY GOURMET;1;8;3;5;1;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SALESIANO DON BOSCO;1;110;71;39;5;5;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SAN ANTONIO SAC;1;5;2;3;1;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SANTA ROSA DE LIMA;1;507;119;388;21;22;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;SEMADI;1;8;3;5;1;1;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;TECMAQ - PERU;1;25;24;1;3;2;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;TECNICOS EN COSMETOLOGIA SISTEMAS Y BELLEZA TECSYB;1;190;27;163;8;12;
UGEL HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;UGARTE ESCUELA DE BELLEZA;1;20;4;16;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;Básica Alternativa-Avanzado;4;215;114;101;20;34;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LEONCIO PRADO;1;25;20;5;5;9;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SAN FRANCISCO DE SALES;1;5;4;1;4;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SAN JOSE;1;133;67;66;8;15;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SAN MARTIN DE PORRES;1;52;23;29;3;8;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;Básica Alternativa-Inicial e Intermedio;2;87;17;70;4;15;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30533 JOSE CELESTINO HUATUCO DAVILA;1;38;4;34;1;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SAN JOSE;1;49;13;36;3;10;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;Básica Especial;1;38;26;12;3;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;PRITE ANGELITOS DE LA VIRGEN MARIA;1;38;26;12;3;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;Básica Especial-Inicial;1;8;7;1;11;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;VIRGEN DEL ROSARIO;1;8;7;1;11;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;Básica Especial-Primaria;1;23;21;2;11;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;VIRGEN DEL ROSARIO;1;23;21;2;11;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;Inicial - Cuna-jardín;13;1208;629;579;76;70;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;137 NIÑO JESUS DE PRAGA;1;250;135;115;13;11;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;141 SANTA TERESA DEL NIÑO JESUS;1;171;81;90;7;7;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;167 DIVINO NIÑO JESUS;1;56;27;29;4;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;324 MARIA AUXILIADORA;1;60;31;29;4;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;326 VIRGEN DE LOURDES;1;104;47;57;9;7;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;327 LEONOR ORDOÑEZ;1;38;16;22;4;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;338 HUELLITAS FRANCISCANAS;1;123;73;50;8;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;366 VIRGEN DE LAS MERCEDES;1;39;28;11;4;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;626 SAN GABRIEL;1;46;22;24;5;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;674 ISABEL SUAREZ DE AMAYA;1;56;35;21;4;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LA PURISIMA;1;38;19;19;4;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;NIÑO JESUS;1;53;24;29;4;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SAN JOSE;1;174;91;83;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;Inicial - Jardín;115;2316;1182;1134;209;330;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;137-2 SANTA ROSA DE LIMA;1;7;7;0;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;145 INMACULADA CONCEPCION;1;16;9;7;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;145-1 ANGELITOS DEL SABER;1;9;3;6;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;147 JUAN PABLO II;1;20;16;4;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;150 SANTA CLARA DE ASIS;1;31;18;13;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1501 MI MUNDO FELIZ;1;7;5;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1502;1;11;4;7;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1503 LIDERES EMPRENDEDORES;1;15;8;7;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1504 QUERUBINES DE CASACANCHA;1;8;4;4;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1505 GLORIOSO CHAUPIMARCA;1;26;11;15;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1506 RAYITOS DE LUZ;1;6;1;5;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1507 RUFINO TACZA MARTINEZ;1;10;4;6;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1508 UNION LIBERTAD;1;11;7;4;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1509 CRUZ DE ESPINAS;1;9;4;5;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;151 LOS ANGELITOS DE SAN PEDRO DE CHUNAN;1;8;3;5;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1510 EMILIA Y VICTORIA BARCIA BONIFFATTI;1;11;8;3;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1511 PASITOS DEL FUTURO;1;14;9;5;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1512 NUESTRA SEÑORA DE COCHARCAS;1;35;17;18;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1513 ESTRELLITAS DE BELEN;1;22;14;8;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1514 ANGELES DE MARIA;1;14;5;9;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1515 PEQUEÑOS EXPLORADORES;1;8;4;4;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1516 RICITOS DE ORO;1;22;12;10;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1517 ESTRELLITAS DE SAN JUAN;1;9;4;5;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1518 MARIA URSINA LOAIZA VALENZUELA;1;31;14;17;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1519 AVELINA MEJICO BENITO;1;5;3;2;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;152 ZOILA ABIGAIL GARCIA MARTINEZ;1;105;45;60;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1520 PASITOS QUE DEJAN HUELLAS;1;11;5;6;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;1521 SANTA ROSA DE LIMA;1;6;1;5;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;153 NIÑITOS DE JERUSALEN;1;20;7;13;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;154 MARIA MAGDALENA;1;23;8;15;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;156 LA VIRGEN DE LA CHAPETONA;1;5;3;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;163 VIRGEN CHAPETONA;1;11;5;6;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;168 BEATITA DE HUMAY;1;3;1;2;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;169 CAMINITO DEL SABER;1;26;16;10;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30001-10 MAXIMO GAMARRA ROJAS;1;23;14;9;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30001-9 ABRAHAM VALDELOMAR;1;4;2;2;1;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30013 BRIAN ESPIRITU AYLAS;1;5;4;1;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30405 GLORIOSO 511 TEODULO ORTEGA;1;14;10;4;1;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30418 KAROL JOZEF WOJTYLA;1;8;7;1;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30432 MARIA MONTESSORI;1;4;1;3;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30443 FRANCISCO MERCADO ALANYA;1;5;3;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30470 GERD WAIDNER;1;14;7;7;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30532 HEROES DE LA BREÑA;1;8;4;4;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30533 JOSE CELESTINO HUATUCO DAVILA;1;5;4;1;1;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30552 NUESTRA SEÑORA DE LA MERCED;1;3;1;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30555 ANDRES AVELINO PONCE PALACIOS;1;12;5;7;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30562 EUSEBIO PAITANMALA SANCHEZ;1;14;7;7;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30839 SAN JUAN;1;23;15;8;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;31426;1;8;2;6;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;31597 HORACIO ZEVALLOS GAMEZ;1;44;24;20;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;323 MARIA MORENO HINOSTROZA;1;19;9;10;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;325 SAN JUAN BAUTISTA;1;40;19;21;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;329 PEQUEÑOS LIDERES;1;32;17;15;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;343 ESTRELLITAS DE BELEN;1;7;4;3;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;344 CLEMENCIA MARINA MANTARI MALLQUI;1;21;10;11;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;345 GOTITAS DE LA LAGUNA;1;6;5;1;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;352 ANTONIO RAYMONDI;1;25;15;10;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;353 MADRE TERESA DE CALCUTA;1;37;23;14;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;356 CADENITA DE ORO;1;11;5;6;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;359 DULCISIMO NIÑO JESUS;1;47;19;28;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;362 NIÑO JESUS DE BELEN;1;11;5;6;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;367 MIS PRIMERAS HUELLITAS;1;66;30;36;4;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;383 SAN MIGUEL ARCANGEL;1;37;22;15;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;399 ESTRELLITAS DEL SABER;1;17;4;13;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;402 MI PEQUEÑITO DE JULCAN;1;23;9;14;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;403 MI PEQUEÑO MOLINITO;1;33;14;19;4;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;405;1;8;5;3;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;411 PASTORCITOS DE JESUS;1;13;6;7;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;414 ANGELITOS DE JESUS;1;7;2;5;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;415;1;13;4;9;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;422 BARCIA BONIFFATTI;1;10;3;7;1;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;424 CARRUSEL;1;21;10;11;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;426 CORAZON DE JESUS;1;12;7;5;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;433 SAN MARTIN DE PORRAS;1;9;6;3;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;463 SEMILLITAS DEL SABER;1;20;13;7;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;470 SEMILLITAS DEL FUTURO;1;2;1;1;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;471 JESUS MI REDENTOR;1;6;1;5;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;507 VIRGEN DE ASUNCION;1;12;8;4;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;514 MIS PRIMEROS PASOS;1;10;4;6;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;536 SEMILLITAS DEL ROSARIO;1;13;7;6;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;537 RAYITOS DE SOL;1;13;6;7;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;551 VIRGEN DE LAS NIEVES;1;7;3;4;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;565 MARIA PARADO DE BELLIDO;1;7;4;3;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;568 ROSA DE SANTA MARIA;1;10;7;3;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;569 OVIDIO DE CROLI;1;12;9;3;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;625 MIS PASITOS;1;18;8;10;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;627 ANGELITOS DE JESUS;1;16;14;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;650 CARITAS FELICES;1;15;4;11;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;658 SEMILLITAS DE ARAMACHAY;1;26;11;15;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;678 CASITA DE MONTESSORI;1;16;6;10;2;3;
