ugel;distrito;provincia;departamento;Nivel/ Modalidad;nª _II.EE;total_alumnos;cant_alumn_hombres;cant_alumn_mujeres;num_secciones;num_docentes;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;679 GOTITAS DEL SABER;1;13;6;7;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;680 JARDIN DE LOS ANDES;1;10;4;6;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;768 ANDRES VIVANCO BELTRAN;1;24;15;9;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;BERTOLT BRECHT;1;16;9;7;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;CARLOS TOMAS OTERO HART;1;23;10;13;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;CESAR VALLEJO - ADUNI;1;7;2;5;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;FAMALINA KINDERGARTEN;1;13;5;8;2;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;FE Y ALEGRIA 71;1;42;24;18;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;FRANCISCO CARLE CASSET;1;14;9;5;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;HATUN XAUXA;1;40;20;20;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;HUELLITAS DE LAS AMERICAS;1;8;7;1;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;JAUJA - INNOVA;1;30;16;14;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;JESUS DE NAZARETH;1;8;4;4;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;JUAN MAXIMO VILLAR;1;51;28;23;4;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MI PEQUEÑO MUNDO;1;28;14;14;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;NUESTRA SEÑORA DEL CARMEN;1;35;17;18;2;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;PITAGORAS;1;56;32;24;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;RICARDO PALMA;1;9;7;2;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SAGRADO CORAZON DE JESUS;1;61;35;26;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SAN AGUSTIN;1;90;54;36;5;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SAN ANTONIO;1;43;21;22;5;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SAN FRANCESCO BERNARDONE;1;1;0;1;2;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SAN VICENTE DE PAUL;1;156;68;88;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SEÑOR DE LOS MILAGROS;1;23;11;12;3;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SIGMA;1;18;10;8;2;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;Inicial - Programa no escolarizado;80;529;291;238;0;175;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;ALMENDRITAS;1;7;5;2;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;AMADOR DE LA CRUZ;1;7;5;2;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;ANGELITOS;1;8;4;4;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;AZUCENAS;1;8;7;1;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;BEGONIAS;1;8;5;3;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;BELLAVISTA;1;10;6;4;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;BOMBONCITOS DE CHOCOLATE;1;8;4;4;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;BURBUJITAS;1;7;3;4;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;BURBUJITAS DE AMOR;1;10;5;5;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;CIELO AZUL;1;3;1;2;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;CLAVELES;1;8;3;5;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;CRECIENDO FELIZ;1;12;5;7;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;DIVINO NIÑO JESUS;1;3;2;1;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;FUTUROS GENIOS;1;5;3;2;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;GIRASOLES;1;8;3;5;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;GOTITAS DE AMOR;1;4;2;2;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;GOTITAS DE ROCIO;1;7;4;3;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;GUIANDO TUS PASOS;1;6;4;2;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;HUELLITAS DE AMOR;1;3;2;1;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;HUELLITAS DE COLORES;1;7;4;3;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;HUELLITAS MAGICAS;1;8;5;3;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;JAZMINES;1;8;7;1;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;KARINNA DIAZ SALCEDO;1;7;5;2;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;KUSI KUSYLLAS;1;8;1;7;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;KUSI WARMA;1;4;2;2;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LA CASITA MAGICA;1;6;5;1;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LA SAGRADA FAMILIA;1;8;3;5;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LAS ABEJITAS;1;4;2;2;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LAS CANTUTAS DEL SABER;1;7;3;4;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LAS FRESITAS;1;2;2;0;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LAS HORMIGUITAS;1;2;1;1;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LAS PALOMITAS;1;9;5;4;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LOS ANGELITOS DE JESUS;1;8;5;3;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LOS CAPULLITOS;1;3;3;0;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LOS CARIÑOSITOS;1;9;7;2;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LOS CARIÑOSITOS DEL SABER;1;8;5;3;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LOS CONEJITOS;1;5;2;3;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LOS PATITOS;1;5;4;1;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LOS POLLITOS;1;3;2;1;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LUZ DE AMOR;1;7;6;1;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;LUZ Y ALEGRIA;1;5;3;2;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MAGIA DEL SABER;1;8;3;5;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MARGARITAS;1;8;3;5;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MI PEQUEÑO UNIVERSO;1;11;8;3;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MI TIERNO BEBE;1;7;3;4;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MIS CARIÑOSITOS;1;10;7;3;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MIS DULZURITAS;1;8;6;2;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MIS JUGUETONCITOS;1;7;2;5;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MIS PEQUEÑAS SONRISITAS;1;7;2;5;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MUNDO DE AMOR;1;3;2;1;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MUNDO DE COLORES;1;3;1;2;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;NIÑOS BRILLANTES;1;0;0;0;0;0;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;NIÑOS CREATIVOS;1;3;0;3;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;NIÑOS EXPLORADORES;1;0;0;0;0;0;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;NIÑOS INVESTIGADORES;1;0;0;0;0;0;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;ÑUÑU WAWA;1;7;3;4;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;ORQUIDEAS;1;8;1;7;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;PARAISO DEL SABER;1;10;6;4;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;PASITOS DE AMOR;1;1;1;0;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;PASITOS DEL FUTURO;1;4;3;1;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;PASITOS FELICES;1;9;2;7;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;PASITOS SEGUROS;1;7;5;2;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;PEQUEÑOS ENCANTOS;1;8;6;2;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;PEQUEÑOS GENIOS;1;5;5;0;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;PUMITAS DEL ANDE;1;3;2;1;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;RAYITOS DE SOL;1;9;3;6;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;RINCON DE LOS ANGELITOS;1;8;6;2;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;ROSITAS;1;8;4;4;0;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SEMILLITAS DE AMOR;1;9;7;2;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SEMILLITAS DEL MAÑANA;1;8;5;3;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;SONRISAS Y COLORES;1;17;5;12;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;TESORITOS;1;9;5;4;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;TUKY WAYTA;1;5;4;1;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;TULIPANES;1;8;3;5;0;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;URPICHAY;1;5;3;2;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;VIRGEN DE COCHARCAS;1;11;6;5;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;VIRGEN DE FATIMA;1;7;3;4;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;WARMI CUYAY;1;7;4;3;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;WAWA SONJO;1;8;5;3;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;YACHAY WASI;1;8;2;6;0;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;Primaria;150;8443;4269;4174;711;885;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30001-10 MAXIMO GAMARRA ROJAS;1;57;34;23;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30001-6 SANTA ROSA DE LIMA;1;5;3;2;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30001-7 ALTO ANDINO;1;3;3;0;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30001-9 ABRAHAM VALDELOMAR;1;5;2;3;1;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30013 BRIAN ESPIRITU AYLAS;1;9;7;2;1;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30405 GLORIOSO 511 TEODULO ORTEGA;1;87;39;48;10;7;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30406 MILAGROSA VIRGEN DE FATIMA;1;60;27;33;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30407 LA ASUNCION DE LA VIRGEN;1;29;18;11;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30409 JOSE OLAYA;1;14;7;7;2;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30410 VIRGEN DE LA ASUNCION;1;47;23;24;7;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30411 PEDRO TUMIALAN ACHACHAU;1;58;27;31;5;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30412 TOMAS VILLAR CEJO;1;15;6;9;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30413 MARCIAL SUAREZ RODRIGUEZ;1;9;4;5;2;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30414 SAN FRANCISCO DE ASIS;1;6;1;5;1;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30415 MARIO VARGAS LLOSA;1;11;8;3;2;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30416 ALEJANDRO ROSALES TORRES;1;17;8;9;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30417 VIRGEN DE LAS NIEVES;1;10;7;3;3;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30418 KAROL JOZEF WOJTYLA;1;9;4;5;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30419 FIDEL MISARI MORENO;1;80;36;44;8;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30421 PEDRO DAVILA CALDERON;1;8;6;2;2;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30423 SANTISIMA CRUZ DE MAYO;1;6;1;5;2;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30424 MARCELO COLCA BARRERA;1;14;8;6;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30425 EMILIO PONCE DELGADO;1;18;7;11;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30427 LAZARO ESPINOZA CARHUANCHO;1;8;4;4;2;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30428 INCA PACHACUTEC;1;58;32;26;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30429 ISAIAS RIVERA RODRIGUEZ;1;33;17;16;3;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30430 CORAZON DE MARIA;1;72;45;27;7;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30432 MARIA MONTESSORI;1;7;1;6;1;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30434 ALBERTO RAFAEL SOTO;1;83;41;42;8;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30435 SAN ANTONIO DE PADUA;1;0;0;0;0;0;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30436 VIRGEN PURISIMA;1;4;1;3;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30437 MAGNO ESMERALDO NUÑEZ PECHO;1;45;24;21;4;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30440 LIBERTADOR SIMON BOLIVAR;1;10;3;7;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30441 MICAELA BASTIDAS;1;23;13;10;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30443 FRANCISCO MERCADO ALANYA;1;18;6;12;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30444 JOSE CARLOS MARIATEGUI;1;28;17;11;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30446 LAZARO AMES AYLAS;1;12;6;6;3;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30448 LOS HEROES DE CURIMARCA;1;65;31;34;7;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30454 LIDERES DE CRISTO;1;5;3;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30455 INMACULADA CONCEPCION DE MARIA;1;66;36;30;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30456 BERNARDO NONALAYA;1;7;2;5;1;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30457 VICTOR LANDA SANDOVAL;1;8;5;3;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30459 SARGENTO 2DO. PAUL TORRES OSORES;1;4;2;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30460 ANTERO ZENON MILLAN REYNA;1;2;1;1;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30461 CAMILO MAYTA;1;37;20;17;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30463 SAN SANTIAGO;1;2;2;0;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30465 FELICIANO PROSPERO VILLAROEL POVEZ;1;34;18;16;4;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30467 BLAS FILOMENO RIVERA FABIAN;1;4;2;2;1;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30468 ANDRES AVELINO CACERES D.;1;15;10;5;2;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30470 GERD WAIDNER;1;42;24;18;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30471 JULIAN CHAVEZ HUANUCO;1;3;1;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30472 LA JOYA ESCONDIDA;1;6;2;4;1;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30473 VIRGEN DEL CARMEN;1;27;7;20;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30474 JORGE MORENO PAZ SOLDAN;1;22;14;8;4;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30475 SANTISIMA VIRGEN DE GUADALUPE;1;3;2;1;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30476 SAN PEDRO;1;14;7;7;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30478;1;4;2;2;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30479 VIRGEN DE LA NATIVIDAD;1;24;10;14;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30480 FRANCISCO BOLOGNESI;1;44;29;15;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30482 SANTISIMA TRINIDAD;1;27;15;12;5;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30486 NUESTRA SEÑORA DE FATIMA;1;31;14;17;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30487 DIVINO MAESTRO;1;140;69;71;13;10;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30490 MANUEL H. GARCIA DE LAS CASAS;1;159;77;82;12;10;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30493 PEDRO BARRETO JIMENO;1;102;54;48;9;8;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30494 MARCOS VELIZ SOTO;1;43;17;26;5;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30495 VIRGEN CHAPETONA;1;15;6;9;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30496 SANTISIMO NIÑO JESUS DE PRAGA;1;20;15;5;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30497 ROSALVINA NUÑEZ ORIHUELA;1;25;13;12;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30498 GUSTAVO BULLON NOROÑA;1;48;30;18;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30500 SEÑOR DE LOS MILAGROS;1;50;30;20;4;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30501 VIRGEN DE LOURDES;1;116;53;63;9;7;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30502 ALEJANDRO SANCHEZ ARTEAGA;1;63;31;32;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30503 SANTA TERESITA DEL NIÑO JESUS;1;155;90;65;11;8;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30504 SAN ISIDRO LABRADOR;1;15;8;7;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30505 BUENAVENTURA MENDOZA;1;63;39;24;5;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30507 GLORIOSO 507;1;14;10;4;2;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30508;1;4;2;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30509 SAN ANTONIO DE CHINCHILCO;1;26;16;10;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30510 JULIAN HUANAY;1;68;37;31;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30511 VIRGEN DE LAS MERCEDES;1;53;24;29;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30513 MARIANO TORRES;1;63;31;32;7;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30514 ROMAN AMANSO MONTERO;1;116;56;60;11;8;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30520 VIRGEN INMACULADA CONCEPCION;1;114;49;65;9;7;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30524 SIXTO SANTIVAÑEZ PARRA;1;89;40;49;9;7;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30525 ANDINO;1;79;39;40;8;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30526 AURELIO SOTO HUAYLINOS;1;10;4;6;2;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30527 MARCELO Y CILO HUAYLINOS CASO;1;3;1;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30528 SANTA ROSA DE LIMA;1;24;12;12;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30529 LEONCIO CANGAHUALA MARAVI;1;22;13;9;2;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30532 HEROES DE LA BREÑA;1;23;9;14;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30533 JOSE CELESTINO HUATUCO DAVILA;1;97;52;45;9;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30534 SANTISIMA VIRGEN DE LAS MERCEDES;1;14;8;6;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30535 FRANCISCO BOLOGNESI CERVANTES;1;84;48;36;8;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30536 AUGUSTO BEDOYA SUAREZ;1;3;1;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30539 ISABEL FLORES DE OLIVA;1;16;4;12;1;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30540 FLORENTINO CARHUANCHO CAMARENA;1;6;2;4;1;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30546 ANDRES AVELINO CACERES;1;8;3;5;1;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30547 JUAN DE DIOS SOSA;1;23;17;6;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30548 VIRGEN DE FATIMA;1;13;10;3;2;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30550 EL BALCONCITO DEL VALLE;1;2;0;2;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30552 NUESTRA SEÑORA DE LA MERCED;1;7;4;3;1;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30553 FEDERICO MELCHOR AQUINO;1;4;3;1;1;2;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30554 EMILIO ROMERO AQUINO;1;5;2;3;1;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30555 ANDRES AVELINO PONCE PALACIOS;1;31;18;13;5;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30557 MARIA MONTESORI STOPPANI;1;6;4;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30560 ELSA RAFAEL SANCHEZ;1;3;1;2;1;3;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30561 LEONCIO PRADO GUTIERREZ;1;80;42;38;8;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30562 EUSEBIO PAITANMALA SANCHEZ;1;9;5;4;1;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30565 PANTALEON CASTRO;1;13;11;2;2;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30566 ALEJANDRO RUFINO ESPINOZA LEON;1;15;8;7;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30568;1;9;4;5;1;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30741 SALVADOR RODRIGUEZ;1;7;2;5;1;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30839 SAN JUAN;1;68;33;35;5;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;30938 MICAELA BASTIDAS;1;6;2;4;1;4;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;31426;1;21;12;9;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;31512 GLORIOSO 500 VIRTUAL;1;688;364;324;36;28;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;31555 ERNESTO BONILLA DEL VALLE;1;304;154;150;22;17;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;31566 LA ASUNCION DE MARIA;1;12;8;4;2;5;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;31570 LOLO FERNANDEZ;1;14;4;10;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;31597 HORACIO ZEVALLOS GAMEZ;1;25;11;14;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;31919 MARISCAL RAMON CASTILLA;1;18;9;9;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;31921 SANTO DOMINGO DE GUZMAN;1;11;8;3;2;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;BERTOLT BRECHT;1;63;27;36;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;CARLOS TOMAS OTERO HART;1;58;27;31;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;CESAR VALLEJO - ADUNI;1;51;21;30;4;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;FE Y ALEGRIA 71;1;133;80;53;9;7;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;FRANCISCO CARLE CASSET;1;31;23;8;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;HATUN XAUXA;1;132;76;56;10;8;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;HUELLITAS DE LAS AMERICAS;1;1;1;0;1;1;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;JAUJA - INNOVA;1;93;44;49;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;JAVIER HERAUD;1;43;24;19;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;JOSE CARLOS MARIATEGUI;1;36;16;20;3;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;JOSE FAUSTINO SANCHEZ CARRION;1;74;38;36;6;6;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;JUAN MAXIMO VILLAR;1;156;84;72;14;10;
UGEL JAUJA;JAUJA;JAUJA;JUNIN;MATER DEI;1;50;30;20;5;5;
