cod_mod,Nombre,gestion,dsc_nivel,Edad,TotalEstudiantes,Mujer,Hombre,Peruanos,Venezolanos,Extranjeros,TipoDiscaIntegrada,Aprobado,Desaprobado,Retirado,Matriculado
1387919,SAN MIGUEL DE CENTRO SAURENI,Pública de gestión directa,Secundaria,13,12,3,9,12,0,0,Ninguna,7,3,0,0
1387919,SAN MIGUEL DE CENTRO SAURENI,Pública de gestión directa,Secundaria,14,5,2,3,5,0,0,Ninguna,2,2,0,0
1387919,SAN MIGUEL DE CENTRO SAURENI,Pública de gestión directa,Secundaria,15,3,1,2,3,0,0,Ninguna,3,0,0,0
1387919,SAN MIGUEL DE CENTRO SAURENI,Pública de gestión directa,Secundaria,16,4,1,3,4,0,0,Ninguna,4,0,0,0
1387935,SANTA CRUZ DE NAPATI,Pública de gestión directa,Secundaria,12,8,4,4,8,0,0,Ninguna,8,0,0,0
1387935,SANTA CRUZ DE NAPATI,Pública de gestión directa,Secundaria,13,10,7,3,10,0,0,Ninguna,10,0,0,0
1387935,SANTA CRUZ DE NAPATI,Pública de gestión directa,Secundaria,14,11,5,6,11,0,0,Ninguna,11,0,0,0
1387935,SANTA CRUZ DE NAPATI,Pública de gestión directa,Secundaria,15,12,5,7,12,0,0,Ninguna,12,0,0,0
1387935,SANTA CRUZ DE NAPATI,Pública de gestión directa,Secundaria,16,17,8,9,17,0,0,Ninguna,16,1,0,0
1387935,SANTA CRUZ DE NAPATI,Pública de gestión directa,Secundaria,17,6,4,2,6,0,0,Ninguna,6,0,0,0
1387935,SANTA CRUZ DE NAPATI,Pública de gestión directa,Secundaria,18,12,6,6,12,0,0,Ninguna,12,0,0,0
1387943,30001-158,Pública de gestión directa,Primaria,6,10,7,3,10,0,0,Ninguna,10,0,0,0
1387943,30001-158,Pública de gestión directa,Primaria,7,5,3,2,5,0,0,Ninguna,3,0,0,0
1387943,30001-158,Pública de gestión directa,Primaria,8,8,2,6,8,0,0,Ninguna,7,0,0,0
1387943,30001-158,Pública de gestión directa,Primaria,9,7,4,3,7,0,0,Ninguna,4,1,0,0
1387943,30001-158,Pública de gestión directa,Primaria,10,5,0,5,5,0,0,Ninguna,4,1,0,0
1387943,30001-158,Pública de gestión directa,Primaria,11,8,4,4,8,0,0,Ninguna,8,0,0,0
1387943,30001-158,Pública de gestión directa,Primaria,13,1,0,1,1,0,0,Ninguna,1,0,0,0
1387943,30001-158,Pública de gestión directa,Primaria,14,1,1,0,1,0,0,Ninguna,1,0,0,0
1387968,30001-153,Pública de gestión directa,Primaria,6,10,5,5,10,0,0,Ninguna,10,0,0,0
1387968,30001-153,Pública de gestión directa,Primaria,7,7,6,1,7,0,0,Ninguna,7,0,0,0
1387968,30001-153,Pública de gestión directa,Primaria,8,12,6,6,12,0,0,Ninguna,12,0,0,0
1387968,30001-153,Pública de gestión directa,Primaria,9,6,3,3,6,0,0,Ninguna,6,0,0,0
1387968,30001-153,Pública de gestión directa,Primaria,10,12,6,6,12,0,0,Ninguna,12,0,0,0
1387968,30001-153,Pública de gestión directa,Primaria,11,7,2,5,7,0,0,Ninguna,7,0,0,0
1387976,954,Pública de gestión directa,Inicial - Jardín,3,5,3,2,5,0,0,Ninguna,5,0,0,0
1387976,954,Pública de gestión directa,Inicial - Jardín,4,3,1,2,3,0,0,Ninguna,3,0,0,0
1387976,954,Pública de gestión directa,Inicial - Jardín,5,5,1,4,5,0,0,Ninguna,5,0,0,0
1387984,30001-167,Pública de gestión directa,Primaria,6,3,2,1,3,0,0,Ninguna,3,0,0,0
1387984,30001-167,Pública de gestión directa,Primaria,7,2,2,0,2,0,0,Ninguna,2,0,0,0
1387984,30001-167,Pública de gestión directa,Primaria,8,2,2,0,2,0,0,Ninguna,2,0,0,0
1387984,30001-167,Pública de gestión directa,Primaria,9,2,0,2,2,0,0,Ninguna,2,0,0,0
1387984,30001-167,Pública de gestión directa,Primaria,10,3,1,2,3,0,0,Ninguna,3,0,0,0
1387984,30001-167,Pública de gestión directa,Primaria,11,5,4,1,5,0,0,Ninguna,5,0,0,0
1387992,960,Pública de gestión directa,Inicial - Jardín,3,8,3,5,8,0,0,Ninguna,8,0,0,0
1387992,960,Pública de gestión directa,Inicial - Jardín,4,15,7,8,15,0,0,Ninguna,15,0,0,0
1387992,960,Pública de gestión directa,Inicial - Jardín,5,13,6,7,13,0,0,Ninguna,13,0,0,0
1388008,926,Pública de gestión directa,Inicial - Jardín,3,10,5,5,10,0,0,Ninguna,10,0,0,0
1388008,926,Pública de gestión directa,Inicial - Jardín,4,12,3,9,12,0,0,Ninguna,12,0,0,0
1388008,926,Pública de gestión directa,Inicial - Jardín,5,8,6,2,8,0,0,Ninguna,8,0,0,0
1388016,30001-173,Pública de gestión directa,Primaria,6,3,2,1,3,0,0,Ninguna,3,0,0,0
1388016,30001-173,Pública de gestión directa,Primaria,7,2,2,0,2,0,0,Ninguna,2,0,0,0
1388016,30001-173,Pública de gestión directa,Primaria,9,2,0,2,2,0,0,Ninguna,2,0,0,0
1388016,30001-173,Pública de gestión directa,Primaria,10,1,1,0,1,0,0,Ninguna,1,0,0,0
1388016,30001-173,Pública de gestión directa,Primaria,11,3,2,1,3,0,0,Ninguna,3,0,0,0
1388016,30001-173,Pública de gestión directa,Primaria,13,1,1,0,1,0,0,Ninguna,1,0,0,0
1388024,30001-160,Pública de gestión directa,Primaria,6,7,2,5,7,0,0,Ninguna,7,0,0,0
1388024,30001-160,Pública de gestión directa,Primaria,7,4,4,0,4,0,0,Ninguna,4,0,0,0
1388024,30001-160,Pública de gestión directa,Primaria,8,6,4,2,6,0,0,Ninguna,6,0,0,0
1388024,30001-160,Pública de gestión directa,Primaria,9,5,0,5,5,0,0,Ninguna,5,0,0,0
1388024,30001-160,Pública de gestión directa,Primaria,10,3,2,1,3,0,0,Ninguna,3,0,0,0
1388024,30001-160,Pública de gestión directa,Primaria,11,6,4,2,6,0,0,Ninguna,6,0,0,0
1388024,30001-160,Pública de gestión directa,Primaria,12,1,1,0,1,0,0,Ninguna,1,0,0,0
1388040,30001-175,Pública de gestión directa,Primaria,6,2,0,2,2,0,0,Ninguna,2,0,0,0
1388040,30001-175,Pública de gestión directa,Primaria,7,3,1,2,3,0,0,Ninguna,3,0,0,0
1388040,30001-175,Pública de gestión directa,Primaria,8,3,0,3,3,0,0,Ninguna,3,0,0,0
1388040,30001-175,Pública de gestión directa,Primaria,9,2,1,1,2,0,0,Ninguna,2,0,0,0
1388040,30001-175,Pública de gestión directa,Primaria,10,3,2,1,3,0,0,Ninguna,3,0,0,0
1388040,30001-175,Pública de gestión directa,Primaria,11,6,3,3,6,0,0,Ninguna,6,0,0,0
1388040,30001-175,Pública de gestión directa,Primaria,13,1,1,0,1,0,0,Ninguna,1,0,0,0
1388131,30001-177,Pública de gestión directa,Primaria,8,2,1,1,2,0,0,Ninguna,2,0,0,0
1388131,30001-177,Pública de gestión directa,Primaria,10,2,1,1,2,0,0,Ninguna,2,0,0,0
1388131,30001-177,Pública de gestión directa,Primaria,11,2,0,2,2,0,0,Ninguna,2,0,0,0
1388149,924,Pública de gestión directa,Inicial - Jardín,3,13,11,2,13,0,0,Ninguna,13,0,0,0
1388149,924,Pública de gestión directa,Inicial - Jardín,4,9,1,8,9,0,0,Ninguna,9,0,0,0
1388149,924,Pública de gestión directa,Inicial - Jardín,5,15,6,9,15,0,0,Ninguna,15,0,0,0
1388412,937,Pública de gestión directa,Inicial - Jardín,3,5,3,2,5,0,0,Ninguna,5,0,0,0
1388412,937,Pública de gestión directa,Inicial - Jardín,4,3,2,1,3,0,0,Ninguna,3,0,0,0
1388412,937,Pública de gestión directa,Inicial - Jardín,5,3,2,1,3,0,0,Ninguna,3,0,0,0
1388743,ALTO INCARIADO,Pública de gestión directa,Secundaria,12,2,1,1,2,0,0,Ninguna,2,0,0,0
1388743,ALTO INCARIADO,Pública de gestión directa,Secundaria,13,5,2,3,5,0,0,Ninguna,5,0,0,0
1388743,ALTO INCARIADO,Pública de gestión directa,Secundaria,14,17,4,13,17,0,0,Ninguna,16,1,0,0
1388743,ALTO INCARIADO,Pública de gestión directa,Secundaria,15,10,4,6,10,0,0,Ninguna,8,2,0,0
1388743,ALTO INCARIADO,Pública de gestión directa,Secundaria,16,10,5,5,10,0,0,Ninguna,9,1,0,0
1388743,ALTO INCARIADO,Pública de gestión directa,Secundaria,17,2,1,1,2,0,0,Ninguna,2,0,0,0
1388743,ALTO INCARIADO,Pública de gestión directa,Secundaria,18,11,4,7,11,0,0,Ninguna,5,6,0,0
1388776,938 LAS GOLONDRINAS,Pública de gestión directa,Inicial - Jardín,3,3,1,2,3,0,0,Ninguna,3,0,0,0
1388776,938 LAS GOLONDRINAS,Pública de gestión directa,Inicial - Jardín,4,7,4,3,7,0,0,Ninguna,7,0,0,0
1388776,938 LAS GOLONDRINAS,Pública de gestión directa,Inicial - Jardín,5,7,2,5,7,0,0,Ninguna,7,0,0,0
1388784,SAN FRANCISCO DE ASIS,Pública de gestión directa,Secundaria,12,8,6,2,8,0,0,Ninguna,7,0,0,0
1388784,SAN FRANCISCO DE ASIS,Pública de gestión directa,Secundaria,13,17,12,5,17,0,0,Ninguna,14,0,0,0
1388784,SAN FRANCISCO DE ASIS,Pública de gestión directa,Secundaria,14,12,4,8,12,0,0,Ninguna,11,0,0,0
1388784,SAN FRANCISCO DE ASIS,Pública de gestión directa,Secundaria,14,1,0,1,1,0,0,Intelectual,1,0,0,0
1388784,SAN FRANCISCO DE ASIS,Pública de gestión directa,Secundaria,15,17,9,8,17,0,0,Ninguna,15,0,0,0
1388784,SAN FRANCISCO DE ASIS,Pública de gestión directa,Secundaria,16,19,8,11,19,0,0,Ninguna,18,0,0,0
1388784,SAN FRANCISCO DE ASIS,Pública de gestión directa,Secundaria,16,1,0,1,1,0,0,Intelectual,1,0,0,0
1388784,SAN FRANCISCO DE ASIS,Pública de gestión directa,Secundaria,17,1,0,1,1,0,0,Ninguna,1,0,0,0
1388784,SAN FRANCISCO DE ASIS,Pública de gestión directa,Secundaria,18,1,1,0,1,0,0,Ninguna,1,0,0,0
1388792,30001-188,Pública de gestión directa,Primaria,6,1,1,0,1,0,0,Ninguna,1,0,0,0
1388792,30001-188,Pública de gestión directa,Primaria,7,2,1,1,2,0,0,Ninguna,2,0,0,0
1388792,30001-188,Pública de gestión directa,Primaria,9,4,1,3,4,0,0,Ninguna,4,0,0,0
1388792,30001-188,Pública de gestión directa,Primaria,10,1,0,1,1,0,0,Ninguna,1,0,0,0
1388792,30001-188,Pública de gestión directa,Primaria,11,3,2,1,3,0,0,Ninguna,3,0,0,0
1389774,30234-1,Pública de gestión directa,Primaria,6,1,1,0,1,0,0,Ninguna,1,0,0,0
1389774,30234-1,Pública de gestión directa,Primaria,7,1,1,0,1,0,0,Ninguna,1,0,0,0
1389774,30234-1,Pública de gestión directa,Primaria,8,5,2,3,5,0,0,Ninguna,5,0,0,0
1389774,30234-1,Pública de gestión directa,Primaria,9,5,4,1,5,0,0,Ninguna,5,0,0,0
1389774,30234-1,Pública de gestión directa,Primaria,10,3,0,3,3,0,0,Ninguna,3,0,0,0
1389774,30234-1,Pública de gestión directa,Primaria,11,3,1,2,3,0,0,Ninguna,3,0,0,0
1391648,SAN JOSE,Pública de gestión directa,Secundaria,12,1,1,0,1,0,0,Ninguna,1,0,0,0
1391648,SAN JOSE,Pública de gestión directa,Secundaria,13,1,0,1,1,0,0,Ninguna,1,0,0,0
1391648,SAN JOSE,Pública de gestión directa,Secundaria,14,2,1,1,2,0,0,Ninguna,2,0,0,0
1391648,SAN JOSE,Pública de gestión directa,Secundaria,15,3,0,3,3,0,0,Ninguna,2,0,1,0
1391648,SAN JOSE,Pública de gestión directa,Secundaria,16,3,1,2,3,0,0,Ninguna,2,0,1,0
1391648,SAN JOSE,Pública de gestión directa,Secundaria,17,1,1,0,1,0,0,Ninguna,1,0,0,0
1393784,UNCP,Pública de gestión privada,Secundaria,12,19,10,9,19,0,0,Ninguna,18,1,0,0
1393784,UNCP,Pública de gestión privada,Secundaria,13,25,12,13,25,0,0,Ninguna,23,1,0,1
1393784,UNCP,Pública de gestión privada,Secundaria,14,23,12,11,23,0,0,Ninguna,23,0,0,0
1393784,UNCP,Pública de gestión privada,Secundaria,15,26,12,14,26,0,0,Ninguna,25,1,0,0
1393784,UNCP,Pública de gestión privada,Secundaria,16,19,9,10,18,0,1,Ninguna,18,1,0,0
1393784,UNCP,Pública de gestión privada,Secundaria,17,7,3,4,7,0,0,Ninguna,6,1,0,0
1396258,FE Y ALEGRIA 71,Pública de gestión privada,Inicial - Jardín,3,8,4,4,8,0,0,Ninguna,8,0,0,0
1396258,FE Y ALEGRIA 71,Pública de gestión privada,Inicial - Jardín,4,13,4,9,13,0,0,Ninguna,13,0,0,0
1396258,FE Y ALEGRIA 71,Pública de gestión privada,Inicial - Jardín,5,19,9,10,19,0,0,Ninguna,19,0,0,0
1399047,912,Pública de gestión directa,Inicial - Jardín,3,16,3,13,16,0,0,Ninguna,16,0,0,0
1399047,912,Pública de gestión directa,Inicial - Jardín,4,22,11,11,22,0,0,Ninguna,22,0,0,0
1399047,912,Pública de gestión directa,Inicial - Jardín,5,23,12,11,23,0,0,Ninguna,23,0,0,0
1399534,SAN MARTIN DE PORRES,Pública de gestión directa,Inicial - Jardín,3,14,6,8,14,0,0,Ninguna,14,0,0,0
1399534,SAN MARTIN DE PORRES,Pública de gestión directa,Inicial - Jardín,4,33,16,17,33,0,0,Ninguna,33,0,0,0
1399534,SAN MARTIN DE PORRES,Pública de gestión directa,Inicial - Jardín,5,26,14,12,26,0,0,Ninguna,26,0,0,0
1399542,VIRGEN DE LAS MERCEDES,Pública de gestión directa,Inicial - Jardín,3,10,5,5,9,0,1,Ninguna,10,0,0,0
1399542,VIRGEN DE LAS MERCEDES,Pública de gestión directa,Inicial - Jardín,4,13,5,8,13,0,0,Ninguna,13,0,0,0
1399542,VIRGEN DE LAS MERCEDES,Pública de gestión directa,Inicial - Jardín,5,9,4,5,9,0,0,Ninguna,9,0,0,0
1399559,TIAMBRA,Pública de gestión directa,Secundaria,12,3,1,2,3,0,0,Ninguna,3,0,0,0
1399559,TIAMBRA,Pública de gestión directa,Secundaria,13,1,1,0,1,0,0,Ninguna,1,0,0,0
1399559,TIAMBRA,Pública de gestión directa,Secundaria,14,1,1,0,1,0,0,Ninguna,1,0,0,0
1399559,TIAMBRA,Pública de gestión directa,Secundaria,15,11,5,6,11,0,0,Ninguna,11,0,0,0
1399559,TIAMBRA,Pública de gestión directa,Secundaria,16,5,3,2,5,0,0,Ninguna,5,0,0,0
1399559,TIAMBRA,Pública de gestión directa,Secundaria,17,2,2,0,2,0,0,Ninguna,2,0,0,0
1399559,TIAMBRA,Pública de gestión directa,Secundaria,18,3,1,2,3,0,0,Ninguna,3,0,0,0
1399567,FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Secundaria,12,2,1,1,2,0,0,Ninguna,2,0,0,0
1399567,FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Secundaria,14,1,0,1,1,0,0,Ninguna,1,0,0,0
1399567,FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Secundaria,15,3,2,1,3,0,0,Ninguna,2,1,0,0
1399567,FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Secundaria,17,1,1,0,1,0,0,Ninguna,0,1,0,0
1399567,FRANCISCO BOLOGNESI CERVANTES,Pública de gestión directa,Secundaria,18,3,2,1,3,0,0,Ninguna,2,1,0,0
1399575,MARAYNIOC,Pública de gestión directa,Secundaria,13,1,0,1,1,0,0,Ninguna,1,0,0,0
1399575,MARAYNIOC,Pública de gestión directa,Secundaria,15,1,1,0,1,0,0,Ninguna,1,0,0,0
1399583,JOSE MARIA ARGUEDAS ALTAMIRANO,Pública de gestión directa,Secundaria,12,3,1,2,3,0,0,Ninguna,3,0,0,0
1399583,JOSE MARIA ARGUEDAS ALTAMIRANO,Pública de gestión directa,Secundaria,13,8,3,5,8,0,0,Ninguna,7,1,0,0
1399583,JOSE MARIA ARGUEDAS ALTAMIRANO,Pública de gestión directa,Secundaria,14,7,3,4,6,0,1,Ninguna,5,2,0,0
1399583,JOSE MARIA ARGUEDAS ALTAMIRANO,Pública de gestión directa,Secundaria,15,4,2,2,4,0,0,Ninguna,4,0,0,0
1399583,JOSE MARIA ARGUEDAS ALTAMIRANO,Pública de gestión directa,Secundaria,16,4,3,1,4,0,0,Ninguna,3,1,0,0
1399583,JOSE MARIA ARGUEDAS ALTAMIRANO,Pública de gestión directa,Secundaria,17,1,1,0,1,0,0,Ninguna,1,0,0,0
1399583,JOSE MARIA ARGUEDAS ALTAMIRANO,Pública de gestión directa,Secundaria,18,2,1,1,2,0,0,Ninguna,0,2,0,0
1399609,YANEC,Pública de gestión directa,Secundaria,12,4,2,2,4,0,0,Ninguna,3,1,0,0
1399609,YANEC,Pública de gestión directa,Secundaria,13,1,0,1,1,0,0,Ninguna,1,0,0,0
1399609,YANEC,Pública de gestión directa,Secundaria,14,3,1,2,3,0,0,Ninguna,2,1,0,0
1399609,YANEC,Pública de gestión directa,Secundaria,15,2,0,2,2,0,0,Ninguna,2,0,0,0
1399609,YANEC,Pública de gestión directa,Secundaria,16,3,2,1,3,0,0,Ninguna,2,1,0,0
1401066,ALFONSO UGARTE VERNAL,Pública de gestión directa,Secundaria,12,2,1,1,2,0,0,Ninguna,2,0,0,0
1401066,ALFONSO UGARTE VERNAL,Pública de gestión directa,Secundaria,13,2,0,2,2,0,0,Ninguna,2,0,0,0
1401066,ALFONSO UGARTE VERNAL,Pública de gestión directa,Secundaria,14,4,2,2,4,0,0,Ninguna,2,2,0,0
1401066,ALFONSO UGARTE VERNAL,Pública de gestión directa,Secundaria,15,2,1,1,2,0,0,Ninguna,2,0,0,0
1401066,ALFONSO UGARTE VERNAL,Pública de gestión directa,Secundaria,16,4,2,2,4,0,0,Ninguna,4,0,0,0
1401074,MANUEL GONZALES PRADA,Pública de gestión directa,Secundaria,12,3,3,0,3,0,0,Ninguna,3,0,0,0
1401074,MANUEL GONZALES PRADA,Pública de gestión directa,Secundaria,13,3,1,2,3,0,0,Ninguna,3,0,0,0
1401074,MANUEL GONZALES PRADA,Pública de gestión directa,Secundaria,14,3,3,0,3,0,0,Ninguna,3,0,0,0
1401074,MANUEL GONZALES PRADA,Pública de gestión directa,Secundaria,15,4,3,1,4,0,0,Ninguna,4,0,0,0
1401074,MANUEL GONZALES PRADA,Pública de gestión directa,Secundaria,16,2,1,1,2,0,0,Ninguna,1,0,1,0
1401074,MANUEL GONZALES PRADA,Pública de gestión directa,Secundaria,17,1,1,0,1,0,0,Ninguna,1,0,0,0
1401082,JUAN VELASCO ALVARADO,Pública de gestión directa,Secundaria,12,7,4,3,7,0,0,Ninguna,6,1,0,0
1401082,JUAN VELASCO ALVARADO,Pública de gestión directa,Secundaria,13,9,5,4,9,0,0,Ninguna,8,1,0,0
1401082,JUAN VELASCO ALVARADO,Pública de gestión directa,Secundaria,14,5,2,3,5,0,0,Ninguna,3,1,1,0
1401082,JUAN VELASCO ALVARADO,Pública de gestión directa,Secundaria,15,5,4,1,5,0,0,Ninguna,4,0,1,0
1401082,JUAN VELASCO ALVARADO,Pública de gestión directa,Secundaria,16,6,1,5,6,0,0,Ninguna,2,0,4,0
1401082,JUAN VELASCO ALVARADO,Pública de gestión directa,Secundaria,17,2,1,1,2,0,0,Ninguna,1,0,1,0
1401082,JUAN VELASCO ALVARADO,Pública de gestión directa,Secundaria,18,2,1,1,2,0,0,Ninguna,0,0,2,0
1405018,31660,Pública de gestión directa,Secundaria,12,7,3,4,7,0,0,Ninguna,7,0,0,0
1405018,31660,Pública de gestión directa,Secundaria,13,7,4,3,7,0,0,Ninguna,7,0,0,0
1405018,31660,Pública de gestión directa,Secundaria,14,17,7,10,17,0,0,Ninguna,17,0,0,0
1405018,31660,Pública de gestión directa,Secundaria,15,11,3,8,11,0,0,Ninguna,10,1,0,0
1405018,31660,Pública de gestión directa,Secundaria,16,11,6,5,11,0,0,Ninguna,10,1,0,0
1405018,31660,Pública de gestión directa,Secundaria,17,1,1,0,1,0,0,Auditiva,0,1,0,0
1405018,31660,Pública de gestión directa,Secundaria,18,2,2,0,2,0,0,Ninguna,1,1,0,0
1405026,30858,Pública de gestión directa,Secundaria,12,7,3,4,7,0,0,Ninguna,7,0,0,0
1405026,30858,Pública de gestión directa,Secundaria,13,5,3,2,5,0,0,Ninguna,5,0,0,0
1405026,30858,Pública de gestión directa,Secundaria,14,11,1,10,11,0,0,Ninguna,7,4,0,0
1405026,30858,Pública de gestión directa,Secundaria,15,9,4,5,9,0,0,Ninguna,8,1,0,0
1405026,30858,Pública de gestión directa,Secundaria,16,16,6,10,16,0,0,Ninguna,14,2,0,0
1405026,30858,Pública de gestión directa,Secundaria,17,2,1,1,2,0,0,Ninguna,2,0,0,0
1405026,30858,Pública de gestión directa,Secundaria,18,4,0,4,4,0,0,Ninguna,3,1,0,0
1409028,30308,Pública de gestión directa,Inicial - Jardín,3,4,0,4,4,0,0,Ninguna,4,0,0,0
1409028,30308,Pública de gestión directa,Inicial - Jardín,4,5,2,3,5,0,0,Ninguna,5,0,0,0
1409028,30308,Pública de gestión directa,Inicial - Jardín,5,7,2,5,7,0,0,Ninguna,7,0,0,0
1412048,30420-1,Pública de gestión directa,Primaria,6,2,0,2,2,0,0,Ninguna,2,0,0,0
1412048,30420-1,Pública de gestión directa,Primaria,7,1,0,1,1,0,0,Ninguna,1,0,0,0
1412048,30420-1,Pública de gestión directa,Primaria,9,1,0,1,1,0,0,Ninguna,1,0,0,0
1412048,30420-1,Pública de gestión directa,Primaria,10,1,1,0,1,0,0,Ninguna,1,0,0,0
1412048,30420-1,Pública de gestión directa,Primaria,11,1,0,1,1,0,0,Ninguna,1,0,0,0
1412055,SAGRADA FAMILIA,Pública de gestión directa,Primaria,6,9,7,2,9,0,0,Ninguna,9,0,0,0
1412055,SAGRADA FAMILIA,Pública de gestión directa,Primaria,7,12,9,3,12,0,0,Ninguna,12,0,0,0
1412055,SAGRADA FAMILIA,Pública de gestión directa,Primaria,8,6,3,3,6,0,0,Ninguna,6,0,0,0
1412055,SAGRADA FAMILIA,Pública de gestión directa,Primaria,9,12,8,4,12,0,0,Ninguna,12,0,0,0
1412055,SAGRADA FAMILIA,Pública de gestión directa,Primaria,10,9,5,4,9,0,0,Ninguna,9,0,0,0
1412055,SAGRADA FAMILIA,Pública de gestión directa,Primaria,11,6,2,4,6,0,0,Ninguna,6,0,0,0
1412055,SAGRADA FAMILIA,Pública de gestión directa,Primaria,12,5,1,4,5,0,0,Ninguna,4,1,0,0
1412055,SAGRADA FAMILIA,Pública de gestión directa,Primaria,13,2,1,1,2,0,0,Ninguna,1,1,0,0
1412055,SAGRADA FAMILIA,Pública de gestión directa,Primaria,14,1,0,1,1,0,0,Ninguna,1,0,0,0
1412659,30316 PEDRO PABLO GARCIA TAPIA,Pública de gestión directa,Inicial - Jardín,3,11,3,8,11,0,0,Ninguna,11,0,0,0
1412659,30316 PEDRO PABLO GARCIA TAPIA,Pública de gestión directa,Inicial - Jardín,4,13,5,8,13,0,0,Ninguna,13,0,0,0
1412659,30316 PEDRO PABLO GARCIA TAPIA,Pública de gestión directa,Inicial - Jardín,5,13,6,7,12,1,0,Ninguna,13,0,0,0
1412931,JAIME CERRON PALOMINO,Pública de gestión directa,Secundaria,12,14,7,7,14,0,0,Ninguna,14,0,0,0
1412931,JAIME CERRON PALOMINO,Pública de gestión directa,Secundaria,13,24,14,10,24,0,0,Ninguna,21,3,0,0
1412931,JAIME CERRON PALOMINO,Pública de gestión directa,Secundaria,14,17,5,12,17,0,0,Ninguna,13,2,2,0
1412931,JAIME CERRON PALOMINO,Pública de gestión directa,Secundaria,14,1,0,1,1,0,0,Intelectual,0,1,0,0
1412931,JAIME CERRON PALOMINO,Pública de gestión directa,Secundaria,15,21,9,12,21,0,0,Ninguna,17,2,2,0
1412931,JAIME CERRON PALOMINO,Pública de gestión directa,Secundaria,15,1,0,1,1,0,0,Intelectual,1,0,0,0
1412931,JAIME CERRON PALOMINO,Pública de gestión directa,Secundaria,16,12,7,5,12,0,0,Ninguna,8,2,2,0
1412931,JAIME CERRON PALOMINO,Pública de gestión directa,Secundaria,17,12,6,6,12,0,0,Ninguna,2,4,6,0
1412931,JAIME CERRON PALOMINO,Pública de gestión directa,Secundaria,18,8,4,4,8,0,0,Ninguna,2,1,5,0
1412931,JAIME CERRON PALOMINO,Pública de gestión directa,Secundaria,18,1,0,1,1,0,0,Intelectual,0,0,1,0
1412949,POTSOTENI,Pública de gestión directa,Secundaria,12,21,8,13,21,0,0,Ninguna,16,5,0,0
1412949,POTSOTENI,Pública de gestión directa,Secundaria,13,23,8,15,23,0,0,Ninguna,19,4,0,0
1412949,POTSOTENI,Pública de gestión directa,Secundaria,14,28,18,10,28,0,0,Ninguna,22,6,0,0
1412949,POTSOTENI,Pública de gestión directa,Secundaria,15,24,11,13,24,0,0,Ninguna,19,5,0,0
1412949,POTSOTENI,Pública de gestión directa,Secundaria,16,18,13,5,18,0,0,Ninguna,13,5,0,0
1412949,POTSOTENI,Pública de gestión directa,Secundaria,17,9,4,5,9,0,0,Ninguna,5,4,0,0
1412949,POTSOTENI,Pública de gestión directa,Secundaria,18,13,9,4,13,0,0,Ninguna,4,9,0,0
1413657,SEIS DE AGOSTO,Pública de gestión directa,Inicial - Jardín,3,25,14,11,25,0,0,Ninguna,25,0,0,0
1413657,SEIS DE AGOSTO,Pública de gestión directa,Inicial - Jardín,4,24,15,9,24,0,0,Ninguna,24,0,0,0
1413657,SEIS DE AGOSTO,Pública de gestión directa,Inicial - Jardín,5,23,10,13,23,0,0,Ninguna,23,0,0,0
1413665,30573 MARISCAL ANDRES AVELINO CACERES,Pública de gestión directa,Inicial - Cuna-Jardín,0,3,1,2,3,0,0,Ninguna,3,0,0,0
1413665,30573 MARISCAL ANDRES AVELINO CACERES,Pública de gestión directa,Inicial - Cuna-Jardín,1,18,11,7,18,0,0,Ninguna,18,0,0,0
1413665,30573 MARISCAL ANDRES AVELINO CACERES,Pública de gestión directa,Inicial - Cuna-Jardín,2,11,5,6,11,0,0,Ninguna,11,0,0,0
1413665,30573 MARISCAL ANDRES AVELINO CACERES,Pública de gestión directa,Inicial - Cuna-Jardín,3,19,8,11,19,0,0,Ninguna,19,0,0,0
1413665,30573 MARISCAL ANDRES AVELINO CACERES,Pública de gestión directa,Inicial - Cuna-Jardín,4,27,6,21,27,0,0,Ninguna,27,0,0,0
1413665,30573 MARISCAL ANDRES AVELINO CACERES,Pública de gestión directa,Inicial - Cuna-Jardín,5,13,8,5,13,0,0,Ninguna,13,0,0,0
1415165,30110 SAN MARTIN DE PORRES,Pública de gestión directa,Inicial - Jardín,3,15,6,9,15,0,0,Ninguna,15,0,0,0
1415165,30110 SAN MARTIN DE PORRES,Pública de gestión directa,Inicial - Jardín,4,10,4,6,10,0,0,Ninguna,10,0,0,0
1415165,30110 SAN MARTIN DE PORRES,Pública de gestión directa,Inicial - Jardín,5,3,1,2,3,0,0,Ninguna,3,0,0,0
1417807,NUEVA ESPERANZA,Pública de gestión directa,Secundaria,12,18,8,10,18,0,0,Ninguna,16,2,0,0
1417807,NUEVA ESPERANZA,Pública de gestión directa,Secundaria,13,13,5,8,13,0,0,Ninguna,7,6,0,0
1417807,NUEVA ESPERANZA,Pública de gestión directa,Secundaria,14,24,11,13,24,0,0,Ninguna,21,3,0,0
1417807,NUEVA ESPERANZA,Pública de gestión directa,Secundaria,15,14,7,7,14,0,0,Ninguna,11,3,0,0
1417807,NUEVA ESPERANZA,Pública de gestión directa,Secundaria,16,16,6,10,16,0,0,Ninguna,11,5,0,0
